thai_name,thai_script,english_name,description,region,image_url,category
Khai dao,ไข่ดาว,Fried egg,"Literally translated khai dao means ""star egg"", referring to the star-like shape of the egg after it has been fried. Traditionally the egg is fried in large amounts of hot vegetable oil which produces a crispy outer texture. Khai dao mai suk is a fried egg where the yolk is still runny, the way it is most commonly eaten when served with, for instance, khao phat (""fried rice"") or kaphrao mu rat khao (""pork fried with holy basil served with rice""). Fried egg with a (very) hard yolk, khai dao suk (mak) , is needed when the fried egg is used for making yam khai dao : fried egg salad.",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Khai_dao.JPG/120px-Khai_dao.JPG,Egg dish
Khai phalo,ไข่พะโล้,Khai phalo,"Egg stewed with meat in soy sauce, garlic, ginger and phong phalo ( Thai : ผงพะโล้ ; five-spice powder ). Meats used in khai phalo tend to be pork (belly or trotter) or chicken wings. Other ingredients, such as mushrooms and fried tofu, can also be incorporated. The dish is of Chinese origin. Similar dishes are mu phalo and kha mu phalo (using only pork, and ham hocks), kai phalo (chicken) and pet phalo (duck).",,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Mu_phalo.JPG/120px-Mu_phalo.JPG,Egg dish
Khai yat sai,ไข่ยัดไส้,Stuffed omelette,"An omelette is fried filled with various ingredients of choice (minced beef or pork, prawns, and vegetables) and then folded over.",,,Egg dish
Khai luk khoei,ไข่ลูกเขย,Khai luk khoei,"Boiled eggs are (deep-)fried until crispy on the outside, and then served sliced with a tangy sauce made from tamarind juice. The Thai name literally translates as ""son-in-law eggs"".",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Khai_luk_khoei.jpg/120px-Khai_luk_khoei.jpg,Egg dish
Kai Jeow Goong,ไข่เจียวกุ้ง,Shrimp Omelette,"A fluffy Thai omelet filled with shrimp, giving it a sweet and savory seafood flavor.",Central,,Egg dish
Kai Jeow Poo,ไข่เจียวปู,Crab Omelette,"A rich Thai omelet stuffed with fresh crab meat, often served with rice and chili sauce.",Central,,Egg dish
Kai Jeow Moo Sap,ไข่เจียวหมูสับ,Minced Pork Omelette,"A classic Thai omelet mixed with minced pork, crispy on the outside and soft inside.",Central,,Egg dish
Kai Jeow Hoi Nang Rom,ไข่เจียวหอยนางรม,Oyster Omelette,"A Thai-style omelet fried with fresh oysters, resulting in a rich and slightly briny flavor.",Central,,Egg dish
Kai Jeow Naem,ไข่เจียวแหนม,Thai Omelette with Fermented Pork,"A crispy Thai omelet cooked with pieces of tangy fermented pork for a savory, aromatic flavor.",North,,Egg dish
Kai Jeow Bai Yor,ไข่เจียวใบยอ,Omelet with Moringa Leaves,"A Thai-style omelet mixed with chopped moringa leaves, giving it a fragrant and slightly bitter flavor.",Central,,Egg dish
Khai chiao khai mot daeng,ไข่เจียวไข่มดแดง,Khai chiao khai mot daeng,A Thai-style crispy-fried omelette which includes the eggs of the red ant.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/2017_0418_Khai_chiao_khai_mot_daeng.jpg/120px-2017_0418_Khai_chiao_khai_mot_daeng.jpg,Egg dish
Kai Yat Sai,ไข่เจียวไส้,Stuffed Omelette,"A stuffed omelette is a savory dish of beaten eggs cooked in a pan, then filled with a variety of ingredients before being folded over.",Central,,Egg dish
Pad Kra Pao Khai Yiew Ma,ไข่เยี่ยวม้ากะเพรากรอบ,Stir Fried Minced Pork with Century Eggs,"Stir-Fried Minced Pork with Century Eggs is a spicy Thai dish made with minced pork, garlic, chilies, and holy basil, then topped with wedges of creamy, pungent century eggs. The rich eggs balance the heat and savory pork, creating a bold mix of textures and flavors.",Central,,Stir-fried dish
Sai krok Isan,ไส้กรอกอีสาน,Sai krok Isan,"Grilled, fermented pork and sticky rice sausage, originally from the Isan region of Thailand. It can be shaped like a sausage as in the image, or as round balls . It is also often eaten as a snack at festivals and fairs, and served together with sliced ginger, bird's eye chili peppers, and raw cabbage.",Northeast,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Sai_krok_Isan_yai.jpg/120px-Sai_krok_Isan_yai.jpg,Grilled dishes
Sai mu thot,ไส้หมูทอด,Sai mu thot,Deep-fried pork intestines,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Sai_mu_thot.JPG/120px-Sai_mu_thot.JPG,Deep-fried dishes
Sai mu ping,ไส้หมูปิ้ง,Sai mu ping,Marinated and barbecued pork intestines.,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Sai_mu_ping.jpg/120px-Sai_mu_ping.jpg,Grilled dishes
Sai ua,ไส้อั่ว,"""Chiang mai sausage""","A grilled sausage of ground pork mixed with spices and herbs, and which is often served with chopped fresh ginger and chili peppers at a meal.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Sai_ua_CR.jpg/120px-Sai_ua_CR.jpg,Grilled dishes
